gene	symbol	fm-bias	mut-freq	clust-bias
ENSG00000096395	MLN	null	0.00344827586207	null
ENSG00000096433	ITPR3	0.0187592548184	0.0172413793103	null
ENSG00000096654	ZNF184	null	0.00689655172414	null
ENSG00000096696	DSP	null	0.0551724137931	null
ENSG00000096872	IFT74	null	0.00344827586207	null
ENSG00000096968	JAK2	null	0.00689655172414	null
ENSG00000096996	IL12RB1	null	0.0137931034483	null
ENSG00000097007	ABL1	null	0.00689655172414	null
ENSG00000097096	SYDE2	null	0.0137931034483	null
ENSG00000099139	PCSK5	null	0.00344827586207	null
ENSG00000099250	NRP1	null	0.00344827586207	null
ENSG00000099308	MAST3	null	0.00689655172414	null
ENSG00000099326	MZF1	null	0.00344827586207	null
ENSG00000099331	MYO9B	0.540270497685	0.0241379310345	null
ENSG00000099338	CATSPERG	null	0.00689655172414	null
ENSG00000099381	SETD1A	null	0.0137931034483	null
ENSG00000099399	MAGEB2	null	0.00344827586207	null
ENSG00000099715	PCDH11Y	null	0.0310344827586	null
ENSG00000099769	IGFALS	null	0.00689655172414	null
ENSG00000099812	MISP	null	0.0137931034483	null
ENSG00000099814	CEP170B	null	0.00689655172414	null
ENSG00000099821	POLRMT	null	0.0137931034483	null
ENSG00000099822	HCN2	null	0.0103448275862	null
ENSG00000099834	CDHR5	null	0.00344827586207	null
ENSG00000099860	GADD45B	null	0.00344827586207	null
ENSG00000099864	PALM	null	0.00689655172414	null
ENSG00000099866	MADCAM1	null	0.00344827586207	null
ENSG00000099904	ZDHHC8	null	0.00344827586207	null
ENSG00000099910	KLHL22	null	0.00689655172414	null
ENSG00000099917	MED15	null	0.00344827586207	null
ENSG00000099942	CRKL	null	0.00344827586207	null
ENSG00000099949	LZTR1	1.76748985818E-11	0.0379310344828	null
ENSG00000099958	DERL3	null	0.00344827586207	null
ENSG00000099960	SLC7A4	null	0.00344827586207	null
ENSG00000099968	BCL2L13	null	0.00344827586207	null
ENSG00000099985	OSM	null	0.00344827586207	null
ENSG00000099991	CABIN1	0.999999077166	0.0241379310345	null
ENSG00000099994	SUSD2	null	0.00689655172414	null
ENSG00000099995	SF3A1	null	0.0103448275862	null
ENSG00000100012	SEC14L3	null	0.00689655172414	null
ENSG00000100014	SPECC1L	null	0.00344827586207	null
ENSG00000100023	PPIL2	null	0.00344827586207	null
ENSG00000100029	PES1	null	0.00344827586207	null
ENSG00000100030	MAPK1	null	0.00689655172414	null
ENSG00000100031	GGT1	null	0.00344827586207	null
ENSG00000100033	PRODH	null	0.00344827586207	null
ENSG00000100036	SLC35E4	null	0.0103448275862	null
ENSG00000100038	TOP3B	null	0.00344827586207	null
ENSG00000100055	CYTH4	null	0.00344827586207	null
ENSG00000100060	MFNG	null	0.00344827586207	null
ENSG00000100077	ADRBK2	null	0.00689655172414	null
ENSG00000100078	PLA2G3	null	0.00344827586207	null
ENSG00000100083	GGA1	null	0.00689655172414	null
ENSG00000100084	HIRA	null	0.00689655172414	null
ENSG00000100092	SH3BP1	null	0.00344827586207	null
ENSG00000100106	TRIOBP	null	0.0137931034483	null
ENSG00000100109	TFIP11	null	0.00689655172414	null
ENSG00000100116	GCAT	null	0.00689655172414	null
ENSG00000100121	GGTLC2	null	0.00344827586207	null
ENSG00000100129	EIF3L	null	0.00344827586207	null
ENSG00000100138	NHP2L1	null	0.00689655172414	null
ENSG00000100146	SOX10	null	0.00344827586207	null
ENSG00000100150	DEPDC5	3.50122624119E-5	0.0172413793103	null
ENSG00000100151	PICK1	null	0.00344827586207	null
ENSG00000100162	CENPM	null	0.00344827586207	null
ENSG00000100191	SLC5A4	null	0.0172413793103	null
ENSG00000100197	CYP2D6	null	0.0137931034483	null
ENSG00000100201	DDX17	null	0.00689655172414	null
ENSG00000100207	TCF20	null	0.00689655172414	null
ENSG00000100225	FBXO7	null	0.00344827586207	null
ENSG00000100234	TIMP3	null	0.00344827586207	null
ENSG00000100239	PPP6R2	null	0.00689655172414	null
ENSG00000100241	SBF1	null	0.0137931034483	null
ENSG00000100253	MIOX	null	0.00689655172414	null
ENSG00000100280	AP1B1	null	0.00344827586207	null
ENSG00000100285	NEFH	null	0.00689655172414	null
ENSG00000100292	HMOX1	null	0.00344827586207	null
ENSG00000100294	MCAT	null	0.00344827586207	null
ENSG00000100296	THOC5	null	0.00344827586207	null
ENSG00000100297	MCM5	null	0.00344827586207	null
ENSG00000100298	APOBEC3H	null	0.00344827586207	null
ENSG00000100299	ARSA	null	0.00344827586207	null
ENSG00000100304	TTLL12	null	0.00689655172414	null
ENSG00000100312	ACR	null	0.00344827586207	null
ENSG00000100324	TAB1	null	0.00344827586207	null
ENSG00000100330	MTMR3	null	0.00344827586207	null
ENSG00000100341	PNPLA5	null	0.00344827586207	null
ENSG00000100345	MYH9	null	0.0137931034483	null
ENSG00000100346	CACNA1I	null	0.0103448275862	null
ENSG00000100351	GRAP2	null	0.00344827586207	null
ENSG00000100359	SGSM3	null	0.00344827586207	null
ENSG00000100368	CSF2RB	null	0.0103448275862	null
ENSG00000100376	FAM118A	null	0.00344827586207	null
ENSG00000100385	IL2RB	null	0.00689655172414	null
ENSG00000100393	EP300	null	0.0103448275862	null
ENSG00000100401	RANGAP1	null	0.00689655172414	null
ENSG00000100410	PHF5A	null	0.00344827586207	null
ENSG00000100417	PMM1	null	0.00689655172414	null
ENSG00000100426	ZBED4	null	0.00344827586207	null
ENSG00000100433	KCNK10	null	0.0103448275862	null
ENSG00000100441	KHNYN	null	0.00344827586207	null
ENSG00000100442	FKBP3	null	0.00689655172414	null
ENSG00000100448	CTSG	null	0.0137931034483	null
ENSG00000100453	GZMB	null	0.0103448275862	null
ENSG00000100479	POLE2	null	0.00344827586207	null
ENSG00000100485	SOS2	null	0.00344827586207	null
ENSG00000100490	CDKL1	null	0.0103448275862	null
ENSG00000100503	NIN	null	0.0103448275862	null
ENSG00000100504	PYGL	null	0.00344827586207	null
ENSG00000100557	C14orf105	null	0.00344827586207	null
ENSG00000100558	PLEK2	null	0.00344827586207	null
ENSG00000100565	C14orf166B	null	0.00344827586207	null
ENSG00000100567	PSMA3	null	0.00344827586207	null
ENSG00000100583	SAMD15	null	0.00344827586207	null
ENSG00000100591	AHSA1	null	0.00344827586207	null
ENSG00000100593	ISM2	null	0.00689655172414	null
ENSG00000100599	RIN3	null	0.0103448275862	null
ENSG00000100614	PPM1A	null	0.00344827586207	null
ENSG00000100625	SIX4	null	0.00689655172414	null
ENSG00000100626	GALNT16	null	0.00344827586207	null
ENSG00000100628	ASB2	null	0.00689655172414	null
ENSG00000100629	CEP128	null	0.00689655172414	null
ENSG00000100650	SRSF5	null	0.00689655172414	null
ENSG00000100665	SERPINA4	null	0.00344827586207	null
ENSG00000100697	DICER1	0.14932139347	0.0172413793103	null
ENSG00000100731	PCNX	null	0.0103448275862	null
ENSG00000100739	BDKRB1	null	0.00344827586207	null
ENSG00000100767	PAPLN	null	0.00689655172414	null
ENSG00000100784	RPS6KA5	null	0.00344827586207	null
ENSG00000100796	SMEK1	null	0.00689655172414	null
ENSG00000100813	ACIN1	null	0.00689655172414	null
ENSG00000100815	TRIP11	null	0.00344827586207	null
ENSG00000100842	EFS	null	0.00689655172414	null
ENSG00000100852	ARHGAP5	null	0.0137931034483	null
ENSG00000100867	DHRS2	null	0.00689655172414	null
ENSG00000100883	SRP54	null	0.00689655172414	null
ENSG00000100888	CHD8	1.07991399676E-5	0.0344827586207	null
ENSG00000100889	PCK2	null	0.00344827586207	null
ENSG00000100897	DCAF11	null	0.00344827586207	null
ENSG00000100906	NFKBIA	null	0.00344827586207	null
ENSG00000100926	TM9SF1	null	0.0103448275862	null
ENSG00000100949	RABGGTA	null	0.00689655172414	null
ENSG00000100968	NFATC4	null	0.00689655172414	null
ENSG00000100982	PCIF1	null	0.00344827586207	null
ENSG00000100983	GSS	null	0.00344827586207	null
ENSG00000100985	MMP9	null	0.0103448275862	null
ENSG00000100991	TRPC4AP	null	0.00689655172414	null
ENSG00000100994	PYGB	null	0.00689655172414	null
ENSG00000101004	NINL	null	0.00344827586207	null
ENSG00000101017	CD40	null	0.00344827586207	null
ENSG00000101057	MYBL2	null	0.00344827586207	null
ENSG00000101074	R3HDML	null	0.0103448275862	null
ENSG00000101076	HNF4A	null	0.0172413793103	null
ENSG00000101096	NFATC2	0.999999077166	0.0206896551724	null
ENSG00000101104	PABPC1L	null	0.00689655172414	null
ENSG00000101115	SALL4	null	0.0206896551724	null
ENSG00000101126	ADNP	null	0.00344827586207	null
ENSG00000101132	PFDN4	null	0.00344827586207	null
ENSG00000101138	CSTF1	null	0.0103448275862	null
ENSG00000101144	BMP7	null	0.00344827586207	null
ENSG00000101161	PRPF6	null	0.00344827586207	null
ENSG00000101162	TUBB1	null	0.00344827586207	null
ENSG00000101180	HRH3	null	0.0103448275862	null
ENSG00000101187	SLCO4A1	null	0.0103448275862	null
ENSG00000101188	NTSR1	null	0.0137931034483	null
ENSG00000101189	MRGBP	null	0.00344827586207	null
ENSG00000101191	DIDO1	null	0.0103448275862	null
ENSG00000101194	SLC17A9	null	0.0103448275862	null
ENSG00000101199	ARFGAP1	null	0.00344827586207	null
ENSG00000101203	COL20A1	null	0.0137931034483	null
ENSG00000101204	CHRNA4	null	0.00344827586207	null
ENSG00000101210	EEF1A2	null	0.00344827586207	null
ENSG00000101213	PTK6	null	0.00689655172414	null
ENSG00000101220	C20orf27	null	0.00344827586207	null
ENSG00000101230	ISM1	null	0.0103448275862	null
ENSG00000101251	SEL1L2	null	0.0103448275862	null
ENSG00000101265	RASSF2	null	0.00344827586207	null
ENSG00000101276	SLC52A3	null	0.00689655172414	null
ENSG00000101280	ANGPT4	null	0.0172413793103	null
ENSG00000101282	RSPO4	null	0.0103448275862	null
ENSG00000101292	PROKR2	null	0.0206896551724	null
ENSG00000101294	HM13	null	0.00344827586207	null
ENSG00000101310	SEC23B	null	0.0103448275862	null
ENSG00000101321	XKR7	null	0.0103448275862	null
ENSG00000101323	HAO1	null	0.00689655172414	null
ENSG00000101327	PDYN	null	0.0103448275862	null
ENSG00000101333	PLCB4	null	0.00689655172414	null
ENSG00000101336	HCK	0.999999077166	0.0206896551724	null
ENSG00000101337	TM9SF4	null	0.00344827586207	null
ENSG00000101342	TLDC2	null	0.00344827586207	null
ENSG00000101343	CRNKL1	null	0.00344827586207	null
ENSG00000101347	SAMHD1	null	0.00344827586207	null
ENSG00000101353	MROH8	null	0.00689655172414	null
ENSG00000101361	NOP56	null	0.00344827586207	null
ENSG00000101363	MANBAL	null	0.00344827586207	null
ENSG00000101384	JAG1	null	0.0103448275862	null
ENSG00000101400	SNTA1	null	0.00344827586207	null
ENSG00000101413	RPRD1B	null	0.0103448275862	null
ENSG00000101425	BPI	null	0.0103448275862	null
ENSG00000101438	SLC32A1	null	0.00689655172414	null
ENSG00000101442	ACTR5	null	0.00344827586207	null
ENSG00000101445	PPP1R16B	null	0.0103448275862	null
ENSG00000101457	DNTTIP1	null	0.00689655172414	null
ENSG00000101470	TNNC2	null	0.00344827586207	null
ENSG00000101473	ACOT8	null	0.00689655172414	null
ENSG00000101489	CELF4	null	0.0103448275862	null
ENSG00000101493	ZNF516	0.999999077166	0.0172413793103	null
ENSG00000101542	CDH20	null	0.00344827586207	null
ENSG00000101544	ADNP2	null	0.0137931034483	null
ENSG00000101546	RBFA	null	0.00689655172414	null
ENSG00000101596	SMCHD1	0.00461836087742	0.0206896551724	null
ENSG00000101605	MYOM1	null	0.0137931034483	null
ENSG00000101624	CEP76	null	0.00344827586207	null
ENSG00000101638	ST8SIA5	null	0.00689655172414	null
ENSG00000101665	SMAD7	null	0.00344827586207	null
ENSG00000101670	LIPG	null	0.00344827586207	null
ENSG00000101680	LAMA1	null	0.0586206896552	null
ENSG00000101745	ANKRD12	null	0.00689655172414	null
ENSG00000101746	NOL4	null	0.00344827586207	null
ENSG00000101751	POLI	null	0.00689655172414	null
ENSG00000101752	MIB1	null	0.0172413793103	null
ENSG00000101773	RBBP8	null	0.0103448275862	null
ENSG00000101811	CSTF2	null	0.00689655172414	null
ENSG00000101825	MXRA5	null	0.0448275862069	null
ENSG00000101842	VSIG1	null	0.00344827586207	null
ENSG00000101846	STS	null	0.00689655172414	null
ENSG00000101849	TBL1X	null	0.00344827586207	null
ENSG00000101850	GPR143	null	0.0103448275862	null
ENSG00000101868	POLA1	null	0.00689655172414	null
ENSG00000101882	NKAP	null	0.00344827586207	null
ENSG00000101883	RHOXF1	null	0.00689655172414	null
ENSG00000101890	GUCY2F	null	0.00689655172414	null
ENSG00000101901	ALG13	null	0.00344827586207	null
ENSG00000101911	PRPS2	null	0.00689655172414	null
ENSG00000101916	TLR8	null	0.00344827586207	null
ENSG00000101938	CHRDL1	null	0.00689655172414	null
ENSG00000101940	WDR13	null	0.00689655172414	null
ENSG00000101945	SUV39H1	null	0.00344827586207	null
ENSG00000101955	SRPX	null	0.00344827586207	null
ENSG00000101958	GLRA2	null	0.00344827586207	null
ENSG00000101972	STAG2	8.81834288131E-15	0.0551724137931	null
ENSG00000101974	ATP11C	0.733548056605	0.0172413793103	null
ENSG00000101977	MCF2	null	0.00689655172414	null
ENSG00000101981	F9	null	0.0172413793103	null
ENSG00000101986	ABCD1	null	0.00344827586207	null
ENSG00000101997	CCDC22	null	0.00344827586207	null
ENSG00000102001	CACNA1F	null	0.0103448275862	null
ENSG00000102003	SYP	null	0.00689655172414	null
ENSG00000102021	LUZP4	null	0.00344827586207	null
ENSG00000102032	RENBP	null	0.00689655172414	null
ENSG00000102034	ELF4	null	0.00689655172414	null
ENSG00000102038	SMARCA1	null	0.00689655172414	null
ENSG00000102043	MTMR8	null	0.00689655172414	null
ENSG00000102048	ASB9	null	0.00344827586207	null
ENSG00000102053	ZC3H12B	null	0.0137931034483	null
ENSG00000102057	KCND1	null	0.0172413793103	null
ENSG00000102069	UBE2NL	null	0.0103448275862	null
ENSG00000102076	OPN1LW	null	0.00344827586207	null
ENSG00000102078	SLC25A14	null	0.00689655172414	null
ENSG00000102096	PIM2	null	0.0103448275862	null
ENSG00000102098	SCML2	null	0.0103448275862	null
ENSG00000102100	SLC35A2	null	0.0137931034483	null
ENSG00000102144	PGK1	null	0.00689655172414	null
ENSG00000102145	GATA1	null	0.00689655172414	null
ENSG00000102158	MAGT1	null	0.00689655172414	null
ENSG00000102174	PHEX	null	0.0103448275862	null
ENSG00000102181	CD99L2	null	0.00689655172414	null
ENSG00000102195	GPR50	null	0.00689655172414	null
ENSG00000102221	PHF16	null	0.00689655172414	null
ENSG00000102226	USP11	null	0.0137931034483	null
ENSG00000102230	PCYT1B	null	0.00344827586207	null
ENSG00000102241	HTATSF1	null	0.00344827586207	null
ENSG00000102271	KLHL4	null	0.0137931034483	null
ENSG00000102287	GABRE	null	0.0103448275862	null
ENSG00000102290	PCDH11X	null	0.0379310344828	null
ENSG00000102302	FGD1	null	0.0103448275862	null
ENSG00000102312	PORCN	null	0.0103448275862	null
ENSG00000102313	ITIH6	null	0.0206896551724	null
ENSG00000102317	RBM3	null	0.00344827586207	null
ENSG00000102349	KLF8	null	0.00344827586207	null
ENSG00000102359	SRPX2	null	0.00344827586207	null
ENSG00000102362	SYTL4	null	0.00689655172414	null
ENSG00000102384	CENPI	null	0.00344827586207	null
ENSG00000102385	DRP2	null	0.00689655172414	null
ENSG00000102387	TAF7L	null	0.0103448275862	null
ENSG00000102452	NALCN	null	0.0172413793103	null
ENSG00000102466	FGF14	null	0.00689655172414	null
ENSG00000102468	HTR2A	null	0.00344827586207	null
ENSG00000102543	CDADC1	null	0.00344827586207	null
ENSG00000102554	KLF5	null	0.00344827586207	null
ENSG00000102572	STK24	null	0.00344827586207	null
ENSG00000102595	UGGT2	null	0.0103448275862	null
ENSG00000102699	PARP4	null	0.0103448275862	null
ENSG00000102710	SUPT20H	null	0.0103448275862	null
ENSG00000102755	FLT1	0.999999077166	0.0206896551724	null
ENSG00000102763	VWA8	null	0.00689655172414	null
ENSG00000102805	CLN5	null	0.00344827586207	null
ENSG00000102837	OLFM4	null	0.00689655172414	null
ENSG00000102854	MSLN	null	0.0448275862069	null
ENSG00000102858	MGRN1	null	0.00689655172414	null
ENSG00000102870	ZNF629	null	0.00344827586207	null
ENSG00000102879	CORO1A	null	0.00344827586207	null
ENSG00000102882	MAPK3	null	0.0103448275862	null
ENSG00000102886	GDPD3	null	0.0103448275862	null
ENSG00000102890	ELMO3	null	0.00344827586207	null
ENSG00000102900	NUP93	null	0.00344827586207	null
ENSG00000102910	LONP2	null	0.00344827586207	null
ENSG00000102935	ZNF423	null	0.00689655172414	null
ENSG00000103021	CCDC113	null	0.00344827586207	null
ENSG00000103037	SETD6	null	0.00344827586207	null
ENSG00000103042	SLC38A7	null	0.00689655172414	null
ENSG00000103044	HAS3	null	0.00344827586207	null
ENSG00000103047	TANGO6	null	0.00344827586207	null
ENSG00000103051	COG4	null	0.00344827586207	null
ENSG00000103066	PLA2G15	null	0.00344827586207	null
ENSG00000103089	FA2H	null	0.00689655172414	null
ENSG00000103091	WDR59	null	0.00344827586207	null
ENSG00000103111	MON1B	null	0.00344827586207	null
ENSG00000103126	AXIN1	null	0.0103448275862	null
ENSG00000103148	NPRL3	null	0.00689655172414	null
ENSG00000103150	MLYCD	null	0.00344827586207	null
ENSG00000103152	MPG	null	0.00344827586207	null
ENSG00000103154	NECAB2	null	0.00344827586207	null
ENSG00000103184	SEC14L5	null	0.0103448275862	null
ENSG00000103194	USP10	null	0.00344827586207	null
ENSG00000103197	TSC2	null	0.0137931034483	null
ENSG00000103199	ZNF500	null	0.00344827586207	null
ENSG00000103202	NME4	null	0.00689655172414	null
ENSG00000103222	ABCC1	null	0.0103448275862	null
ENSG00000103248	MTHFSD	null	0.00344827586207	null
ENSG00000103249	CLCN7	null	0.0137931034483	null
ENSG00000103257	SLC7A5	null	0.00344827586207	null
ENSG00000103264	FBXO31	null	0.00689655172414	null
ENSG00000103266	STUB1	null	0.0137931034483	null
ENSG00000103269	RHBDL1	null	0.0137931034483	null
ENSG00000103310	ZP2	null	0.00689655172414	null
ENSG00000103313	MEFV	null	0.00344827586207	null
ENSG00000103326	SOLH	null	0.00344827586207	null
ENSG00000103343	ZNF174	null	0.00689655172414	null
ENSG00000103351	CLUAP1	null	0.00344827586207	null
ENSG00000103353	UBFD1	null	0.00344827586207	null
ENSG00000103375	AQP8	null	0.00344827586207	null
ENSG00000103381	CPPED1	null	0.00689655172414	null
ENSG00000103426	CORO7-PAM16	null	0.0137931034483	null
ENSG00000103449	SALL1	null	0.00689655172414	null
ENSG00000103479	RBL2	null	0.00689655172414	null
ENSG00000103489	XYLT1	null	0.00344827586207	null
ENSG00000103494	RPGRIP1L	null	0.00689655172414	null
ENSG00000103512	NOMO1	null	0.00344827586207	null
ENSG00000103522	IL21R	null	0.00689655172414	null
ENSG00000103534	TMC5	null	0.00689655172414	null
ENSG00000103549	RNF40	null	0.0137931034483	null
ENSG00000103569	AQP9	null	0.00344827586207	null
ENSG00000103642	LACTB	null	0.00344827586207	null
ENSG00000103657	HERC1	null	0.0137931034483	null
ENSG00000103855	CD276	null	0.00344827586207	null
ENSG00000103888	KIAA1199	null	0.00344827586207	null
ENSG00000103932	RPAP1	null	0.0103448275862	null
ENSG00000103966	EHD4	null	0.0103448275862	null
ENSG00000103995	CEP152	null	0.0137931034483	null
ENSG00000104043	ATP8B4	0.999999077166	0.0275862068966	null
ENSG00000104044	OCA2	null	0.00689655172414	null
ENSG00000104055	TGM5	null	0.0137931034483	null
ENSG00000104064	GABPB1	null	0.00689655172414	null
ENSG00000104067	TJP1	null	0.0137931034483	null
ENSG00000104131	EIF3J	null	0.0103448275862	null
ENSG00000104133	SPG11	null	0.00689655172414	null
ENSG00000104142	VPS18	null	0.0103448275862	null
ENSG00000104154	SLC30A4	null	0.00344827586207	null
ENSG00000104218	CSPP1	null	0.00344827586207	null
ENSG00000104219	ZDHHC2	null	0.00344827586207	null
ENSG00000104221	BRF2	null	0.00689655172414	null
ENSG00000104231	ZFAND1	null	0.00689655172414	null
ENSG00000104237	RP1	null	0.0206896551724	null
ENSG00000104290	FZD3	null	0.00344827586207	null
ENSG00000104299	INTS9	null	0.00344827586207	null
ENSG00000104313	EYA1	null	0.00689655172414	null
ENSG00000104321	TRPA1	null	0.0172413793103	null
ENSG00000104324	CPQ	null	0.00344827586207	null
ENSG00000104325	DECR1	null	0.00344827586207	null
ENSG00000104327	CALB1	null	0.00344827586207	null
ENSG00000104331	IMPAD1	null	0.00689655172414	null
ENSG00000104332	SFRP1	null	0.00344827586207	null
ENSG00000104341	LAPTM4B	null	0.00344827586207	null
ENSG00000104361	NIPAL2	null	0.00344827586207	null
ENSG00000104365	IKBKB	null	0.00344827586207	null
ENSG00000104368	PLAT	null	0.0103448275862	null
ENSG00000104369	JPH1	null	0.0206896551724	null
ENSG00000104375	STK3	null	0.0137931034483	null
ENSG00000104408	EIF3E	null	0.00344827586207	null
ENSG00000104412	EMC2	null	0.00344827586207	null
ENSG00000104419	NDRG1	null	0.00344827586207	null
ENSG00000104432	IL7	null	0.0103448275862	null
ENSG00000104447	TRPS1	null	0.0137931034483	null
ENSG00000104490	NCALD	null	0.00344827586207	null
ENSG00000104497	SNX16	null	0.00344827586207	null
ENSG00000104517	UBR5	null	0.0137931034483	null
ENSG00000104524	PYCRL	null	0.00689655172414	null
ENSG00000104611	SH2D4A	null	0.00689655172414	null
ENSG00000104613	INTS10	null	0.00689655172414	null
ENSG00000104643	MTMR9	null	0.00344827586207	null
ENSG00000104671	DCTN6	null	0.00344827586207	null
ENSG00000104722	NEFM	null	0.0137931034483	null
ENSG00000104723	TUSC3	null	0.0137931034483	null
ENSG00000104728	ARHGEF10	0.999999077166	0.0172413793103	null
ENSG00000104738	MCM4	null	0.0103448275862	null
ENSG00000104755	ADAM2	null	0.0137931034483	null
ENSG00000104756	KCTD9	null	0.00689655172414	null
ENSG00000104760	FGL1	null	0.00689655172414	null
ENSG00000104763	ASAH1	null	0.00344827586207	null
ENSG00000104774	MAN2B1	0.633161846953	0.0206896551724	null
ENSG00000104804	TULP2	null	0.00344827586207	null
ENSG00000104805	NUCB1	null	0.00689655172414	null
ENSG00000104814	MAP4K1	null	0.0137931034483	null
ENSG00000104825	NFKBIB	null	0.00344827586207	null
ENSG00000104826	LHB	null	0.00344827586207	null
ENSG00000104833	TUBB4A	0.999999077166	0.0206896551724	null
ENSG00000104835	SARS2	null	0.0103448275862	null
ENSG00000104848	KCNA7	null	0.00344827586207	null
ENSG00000104853	CLPTM1	null	0.00689655172414	null
ENSG00000104856	RELB	null	0.00344827586207	null
ENSG00000104879	CKM	null	0.00344827586207	null
ENSG00000104880	ARHGEF18	null	0.00689655172414	null
ENSG00000104883	PEX11G	null	0.00344827586207	null
ENSG00000104885	DOT1L	null	0.00689655172414	null
ENSG00000104888	SLC17A7	null	0.0103448275862	null
ENSG00000104892	KLC3	null	0.00689655172414	null
ENSG00000104894	CD37	null	0.00344827586207	null
ENSG00000104897	SF3A2	null	0.00344827586207	null
ENSG00000104901	DKKL1	null	0.0103448275862	null
ENSG00000104907	TRMT1	null	0.00344827586207	null
ENSG00000104918	RETN	null	0.00344827586207	null
ENSG00000104936	DMPK	null	0.00344827586207	null
ENSG00000104938	CLEC4M	null	0.0137931034483	null
ENSG00000104941	RSPH6A	null	0.00344827586207	null
ENSG00000104946	TBC1D17	null	0.00689655172414	null
ENSG00000104951	IL4I1	null	0.0103448275862	null
ENSG00000104970	KIR3DX1	null	0.00344827586207	null
ENSG00000104972	LILRB1	0.999999077166	0.0310344827586	null
ENSG00000104974	LILRA1	null	0.00689655172414	null
ENSG00000104998	IL27RA	null	0.00344827586207	null
ENSG00000105048	TNNT1	null	0.0137931034483	null
ENSG00000105058	FAM32A	null	0.00344827586207	null
ENSG00000105063	PPP6R1	null	0.00344827586207	null
ENSG00000105072	C19orf44	null	0.00344827586207	null
ENSG00000105122	RASAL3	null	0.0103448275862	null
ENSG00000105127	AKAP8	null	0.00689655172414	null
ENSG00000105136	ZNF419	null	0.00344827586207	null
ENSG00000105141	CASP14	null	0.00344827586207	null
ENSG00000105143	SLC1A6	null	0.0379310344828	null
ENSG00000105173	CCNE1	null	0.00344827586207	null
ENSG00000105176	URI1	null	0.00344827586207	null
ENSG00000105197	TIMM50	null	0.00344827586207	null
ENSG00000105198	LGALS13	null	0.00689655172414	null
ENSG00000105202	FBL	null	0.00344827586207	null
ENSG00000105219	CNTD2	null	0.00344827586207	null
ENSG00000105223	PLD3	null	0.0103448275862	null
ENSG00000105227	PRX	null	0.0137931034483	null
ENSG00000105229	PIAS4	null	0.00689655172414	null
ENSG00000105248	CCDC94	null	0.00344827586207	null
ENSG00000105255	FSD1	null	0.00344827586207	null
ENSG00000105278	ZFR2	null	0.0103448275862	null
ENSG00000105287	PRKD2	null	0.00689655172414	null
ENSG00000105289	TJP3	null	0.0206896551724	null
ENSG00000105290	APLP1	null	0.00344827586207	null
ENSG00000105339	DENND3	null	0.00689655172414	null
ENSG00000105352	CEACAM4	null	0.00689655172414	null
ENSG00000105357	MYH14	null	0.0103448275862	null
ENSG00000105366	SIGLEC8	null	0.0206896551724	null
ENSG00000105371	ICAM4	null	0.0172413793103	null
ENSG00000105373	GLTSCR2	null	0.00344827586207	null
ENSG00000105374	NKG7	null	0.00344827586207	null
ENSG00000105376	ICAM5	null	0.0103448275862	null
ENSG00000105383	CD33	null	0.0137931034483	null
ENSG00000105388	CEACAM5	null	0.0103448275862	null
ENSG00000105392	CRX	null	0.00344827586207	null
ENSG00000105397	TYK2	null	0.0103448275862	null
ENSG00000105401	CDC37	null	0.00689655172414	null
ENSG00000105409	ATP1A3	null	0.00344827586207	null
ENSG00000105419	MEIS3	null	0.00689655172414	null
ENSG00000105426	PTPRS	null	0.0137931034483	null
ENSG00000105429	MEGF8	0.999999077166	0.0172413793103	null
ENSG00000105438	KDELR1	null	0.00344827586207	null
ENSG00000105467	SYNGR4	null	0.00344827586207	null
ENSG00000105479	CCDC114	null	0.00689655172414	null
ENSG00000105492	SIGLEC6	null	0.0103448275862	null
ENSG00000105501	SIGLEC5	null	0.0172413793103	null
ENSG00000105514	RAB3D	null	0.00689655172414	null
ENSG00000105518	TMEM205	null	0.00344827586207	null
ENSG00000105520	ENSG00000105520	null	0.00344827586207	null
ENSG00000105523	FAM83E	null	0.00344827586207	null
ENSG00000105549	THEG	null	0.0137931034483	null
ENSG00000105556	MIER2	null	0.00689655172414	null
ENSG00000105559	PLEKHA4	null	0.00344827586207	null
ENSG00000105576	TNPO2	null	0.0103448275862	null
ENSG00000105607	GCDH	null	0.00344827586207	null
ENSG00000105609	LILRB5	null	0.0137931034483	null
ENSG00000105610	KLF1	null	0.00344827586207	null
ENSG00000105613	MAST1	null	0.00689655172414	null
ENSG00000105617	LENG1	null	0.00689655172414	null
ENSG00000105618	PRPF31	null	0.0103448275862	null
ENSG00000105619	TFPT	null	0.0103448275862	null
ENSG00000105639	JAK3	null	0.0103448275862	null
ENSG00000105641	SLC5A5	null	0.00344827586207	null
ENSG00000105647	PIK3R2	null	0.0103448275862	null
ENSG00000105650	PDE4C	null	0.00689655172414	null
ENSG00000105662	CRTC1	null	0.00344827586207	null
ENSG00000105663	ENSG00000105663	0.999999077166	0.0310344827586	null
ENSG00000105668	UPK1A	null	0.00344827586207	null
ENSG00000105671	DDX49	null	0.00689655172414	null
ENSG00000105675	ATP4A	null	0.0172413793103	null
ENSG00000105676	ARMC6	null	0.00344827586207	null
ENSG00000105677	TMEM147	null	0.00689655172414	null
ENSG00000105679	GAPDHS	null	0.0103448275862	null
ENSG00000105695	MAG	null	0.0206896551724	null
ENSG00000105696	TMEM59L	null	0.00689655172414	null
ENSG00000105699	LSR	null	0.00689655172414	null
